Company,Country,Pavilion,Website,Activity (1 line),Products,Product categories (filters),Services,Service categories (filters),Target customers,Technologies,Technology categories (filters),Why target,Score,Source
MIPA,Germany,,http://www.mipa-paints.com/,"Designs and develops defense business software, operational management platforms, and data analysis modules.",defense business software · operational management platforms · data analysis modules · logistics equipment · tactical transport modules · military palletized systems,Logiciels métier défense (autres) · Logistique militaire & transport,,,,AI / vision,IA / machine learning,To be qualified — insufficient public data to make a determination.,75,medium
Steinbach AG,Germany,,http://www.steinbach-ag.de/,"Designs and manufactures logistics equipment, tactical transport modules, and military palletized assemblies.",Logistics equipment · Tactical transport modules · Military palletized assemblies,Logistique militaire & transport,,,,Additive manufacturing,Fabrication additive,To be qualified — insufficient public data to draw conclusions.,75,low
Pix Coating,Belgium,,https://www.pixcoating.com/en/,"Designs and manufactures logistics equipment, tactical transport modules, and military palletized assemblies.",Logistics equipment · Tactical transport modules · Military palletized assemblies,Logistique militaire & transport · Pièces mécaniques & usinage,Certification / testing,Certification & tests,,,,Potential certification / testing service provider for defence and security programmes — to be qualified via a discovery call.,70,low
Borovo d.d.,Croatia,,https://www.borovo.hr/,"Manufactures city, sport and leisure footwear for the general public in Croatia and neighbouring countries.",men's shoes · women's shoes · children's shoes · rubber boots · Startas trainers,Autre — à qualifier,retail sales · wholesale · custom manufacturing,Autre — à qualifier,,,,"Not a defence target — Croatian manufacturer of civilian consumer footwear, with no military range identified in public sources.",70,manual
Aage Christensen Defence,Denmark,,,"Supplies weapons, ammunition and military equipment to the Danish army and security agencies.",small arms (catalogue) · ammunition · individual equipment · onboard optronics,Armes légères & accessoires · Munitions petit/moyen calibre · Optronique & viseurs (EO/IR),distribution / representation · after-sales support,Distribution & représentation,"MoD / Armed Forces, Civil security, Export / international",,,Distribution channel in the Danish market — partner for representing foreign brands with the Danish MoD.,70,manual
Arrow Electronics,France,,https://arrow.com/,"Distributes electronic components (semiconductors, connectors, modules) for defense, aerospace, and industrial markets.",hardened semiconductors · military connectors · power modules,Composants électroniques & cartes · Connectique & câblage durcis · Alimentations & convertisseurs durcis,distribution / representation · application engineering · JIT logistics,Distribution & représentation · Ingénierie & conseil,"Defense primes, Defense industrials, Export / international",,,Major distribution channel for hardened electronic components — essential partner for BOM procurement by defense primes.,70,manual
ECONOMAT DES ARMEES,France,,https://economat-armees.com/,"Distributes consumer goods, food products, and logistics services to armed forces in garrison and overseas operations.",Everyday consumer goods · Food products · Garrison logistics services,"Mâts, signalisation & balisage",Procurement and distribution · Operational support logistics · Service management in overseas operations (OPEX),Distribution & représentation,MoD / Armed Forces,,,Official procurement actor for the French armed forces — key point of contact for supply contracts and logistics services.,70,manual
EDH,France,,https://edh.fr/,"Manufactures hydraulic reservoirs, accessories (CETOP blocks, valves, filtration) and bent tubing for mobile machinery manufacturers and hydraulic power units.","Hydraulic reservoirs · CETOP blocks and valves · Hydraulic accessories (plugs, breathers, level indicators) · Bent tubing (Ø6–34 mm) · Standard filtration · Heat exchangers · Filling units",Hydraulique & motion control,Tube bending · Gasket cutting · Trading and distribution,Sous-traitance industrielle · Distribution & représentation,"Defense industrials, Defense prime contractors",,,Supplier of hydraulic components and assemblies for embedded systems in tactical vehicles and military equipment — industrial subcontracting segment with mobile machinery expertise.,70,manual
STERELA,France,,https://www.sterela-defense.fr/,"Designs and manufactures tactical marking equipment, signage, and power solutions for military bases.",LED tactical marking equipment · deployable signage kits · mobile generator sets,"Mâts, signalisation & balisage · Armes légères & accessoires · Groupes électrogènes & énergie tactique",site integration · deployment support,Intégration de systèmes,"MoD / Armed Forces, Civil security, Export / international",,,French tactical marking supplier — partner for deployed bases and military exercises.,70,manual
TRYAME,France,,http://www.tryame.com/,"Advises on logistics equipment, tactical transport modules, and military palletized load systems.",logistics equipment · tactical transport modules · military palletized load systems,Logistique militaire & transport,engineering / consulting,Ingénierie & conseil,,,,Potential engineering / consulting provider for defense and security programs — to be qualified via discovery call.,70,low
Maibach Industrie-Plastic,Germany,,https://www.maibach-ipg.de/,"Designs and manufactures logistics equipment, tactical transport modules, and military palletized assemblies.",Logistics equipment · Tactical transport modules · Military palletized assemblies,Logistique militaire & transport · Pièces mécaniques & usinage,Engineering / consulting · Certification / testing,Ingénierie & conseil · Certification & tests,,,,Potential engineering / consulting provider for defense/security programs — to qualify via discovery call.,70,low
AlmaDK,Kazakhstan,,http://www.almadk.kz/,"Develops, produces, repairs, and distributes ammunition, weapons, and military equipment in Kazakhstan.",small and medium caliber ammunition · small arms · military equipment (detailed catalog not public),Armes légères & accessoires · Munitions petit/moyen calibre,weapons repair · military equipment distribution,Distribution & représentation,"MoD / Armed Forces, Export / international",,,Local distribution channel for weapons and ammunition in Kazakhstan / Central Asia — export target for NATO suppliers seeking to enter the CIS market.,70,manual
COMBITECH,Sweden,,http://www.combitech.se/,"Designs and manufactures logistics equipment, tactical transport modules, and military palletized systems.",Logistics equipment · Tactical transport modules · Military palletized systems,Logistique militaire & transport,Engineering / consulting,Ingénierie & conseil,,,,Potential engineering / consulting provider for defense and security programs — to be qualified via a discovery call.,70,low
Arrow Switzerland S.à.r.l.,Switzerland,,http://www.kevlar.com/,"Distributes electronic components (semiconductors, connectors, modules) for defense, aerospace, and industrial markets — Swiss branch.",hardened semiconductors · military connectors · power modules,Composants électroniques & cartes · Connectique & câblage durcis · Alimentations & convertisseurs durcis,distribution / representation · application engineering · JIT logistics,Distribution & représentation · Ingénierie & conseil,"Defense primes, Defense industrials, Export / international",,,"Swiss subsidiary of Arrow Electronics — component distribution channel for Swiss defense primes (RUAG, Mowag, Saab Suisse).",70,manual
AMAZON LEO,USA,,https://www.amazon.com/,Deploys a low earth orbit satellite constellation (Kuiper) to provide global high-speed connectivity.,LEO satellites · connectivity terminals · ground station,Satellites & CubeSats · Terminaux & antennes spatiales,satellite connectivity service,Autre — à qualifier,"MoD / Armed Forces, Defense industrials",,,Amazon's LEO constellation — Starlink/Eutelsat OneWeb competitor; potential partner for resilient defense communications.,70,manual
SEIBERSDORF LABOR GMBH,Austria,,,"Conducts R&D in security, CBRN, and high-performance materials for defense industrials and European armed forces.",,"NRBC (masques, tenues, détecteurs) · Pièces mécaniques & usinage",Contract R&D · Materials testing · OT cybersecurity audits,R&D sur contrat · Métrologie & essais matériaux · Audit & cybersécurité OT,"MoD / Armed Forces, Defense industrials",CBRN · High-performance materials,Filtration NRBC,Austrian security R&D center — partner for EDF / Horizon Europe projects.,65,manual
